video,sr_auc,sr_nss,sr_kl,sr_cc,sr_sim,bms_auc,bms_nss,bms_kl,bms_cc,bms_sim,sr_rgb_auc,sr_rgb_nss,sr_rgb_kl,sr_rgb_cc,sr_rgb_sim,bms_rgb_auc,bms_rgb_nss,bms_rgb_kl,bms_rgb_cc,bms_rgb_sim,sr_time,bms_time,sr_rgb_time,bms_rgb_time
Diving-Side-001,0.8705842392272632,2.104186726461377,2.2066690225376826,0.3661494001731088,0.23099867099842436,0.732436294750344,1.0499786375275422,5.91091512680374,0.19203793060906996,0.1666088639446926,0.8702670937611822,2.896301766399736,2.0184023292120523,0.46587650197671887,0.23381204610285225,0.7836985145190963,1.9266993785123239,7.077440510137777,0.32853566370158477,0.24077806795901793,0.005402008692423503,0.07877507474687365,0.0006118880377875434,0.06730070379045275
Diving-Side-002,0.8269444527414431,1.3852171978931838,2.561161563478887,0.21232022496942768,0.14604652247327593,0.7518004879087582,0.7597945206973767,5.677851613812688,0.13249775700583583,0.13039475852646432,0.8501851345732755,1.6724700611478855,2.5078768138342475,0.24676495632729947,0.14604542958363326,0.8752975635904304,3.3511701476820326,4.802036172298681,0.45319596753476865,0.2949311762961663,0.005362285508049859,0.08232279618581136,0.000778145260281033,0.0692828098932902
Diving-Side-003,0.8159637320622821,1.3889717295858712,3.1579015246960163,0.2918047999285753,0.22610899368060167,0.6776156472859255,0.7195661880355231,6.346050756318058,0.15832389678537329,0.15679568845297215,0.7682821381788628,1.2124300463970574,2.6466911962940287,0.20980327851936817,0.15769253264224417,0.7557132062094283,2.1043451962433135,7.982362632532078,0.357231703835114,0.2501809149103704,0.0053746700286865234,0.08071430524190266,0.0005563100179036459,0.06760014428032769
Diving-Side-004,0.8055045509433804,1.7445326628483124,3.1679452776263983,0.3029669345814691,0.21198249769914668,0.7498788215584108,1.2321206267836007,6.5938747024489635,0.20120415490011706,0.17469746210616866,0.8367867382903031,1.7608323646036368,2.370072754876223,0.29070817693166595,0.1837034539605319,0.7766769848540973,2.060796767303864,6.966929840060044,0.3388481318019992,0.24875589053675728,0.005283421940273709,0.07961230807834202,0.0005281501346164279,0.06620919704437256
Golf-Swing-Back-001,0.6375616828841946,0.9754914160680611,6.013626450090149,0.21266255331333989,0.23117434595073022,0.6122096355311115,0.6174108236235789,11.82665714127403,0.11715884578366675,0.12871581814565505,0.6067215792963216,0.27603820227189824,2.5975524374020926,0.07389199398399367,0.17940500556711741,0.5699354462308518,0.2398823113663598,9.366306388397302,0.06708688153432443,0.16488305119686184,0.005183792114257813,0.07915650606155396,0.0007785558700561523,0.06748157739639282
Golf-Swing-Back-002,0.647991695573406,1.0272666131951667,6.129536800796411,0.23535136396408712,0.24877442495887608,0.5590606421675143,0.25397062795203756,12.449326153103412,0.10570717632610407,0.12100287766617972,0.5733685408435536,0.18993433895928277,2.610568249925248,0.05444286299774703,0.1799766341962826,0.5413464759058157,0.19427596068533887,10.15445034049186,0.039645734206078975,0.1433370725533025,0.005078279972076416,0.08041048049926758,0.0006255626678466797,0.06772258281707763
Golf-Swing-Back-003,0.7166920466948048,0.4708785049298768,8.08104110215134,0.04944555473459137,0.08064913296724405,0.564923175434579,0.13604428191878382,15.171873348195467,0.004469269261433311,0.03369849053287828,0.7766389746868142,1.3760195282827465,2.9172804636969354,0.1465776425605561,0.1424692442977874,0.589247361374514,0.04070756610371363,11.998056359861,-0.006620034369901525,0.058542944285072764,0.007325911521911621,0.11661986112594605,0.0008005857467651367,0.09451568126678467
Golf-Swing-Back-004,0.7707960075244882,1.344868507840588,5.731193193680701,0.17997358639174932,0.17008902104783272,0.6177401706604837,0.4972683497542539,11.29933352496584,0.06920012557522735,0.09875587110544817,0.7481938795868854,0.7541136623902553,3.098702562566949,0.10799712572653727,0.13319993537780225,0.5629043891962776,0.1941989749275417,10.516176316402753,0.02540792455594552,0.0940292145796843,0.007346928119659424,0.11851593255996704,0.0009249448776245117,0.09498432874679566
Golf-Swing-Back-005,0.5326934210371074,0.0020522645894132845,12.263174598114036,0.002115669079389859,0.07562704203233198,0.5217188162153548,0.11522602211902333,15.171187465180017,0.01749202495525568,0.05675575694636246,0.5537300825926843,0.055225295443257216,3.2206930300868715,-0.014821679003277934,0.11057432273172745,0.5998278019037421,0.3394621025646079,5.029684642926155,0.05805272028240083,0.15149043139788657,0.006067681312561035,0.09511120319366455,0.0007492542266845703,0.08081529140472413
Golf-Swing-Front-001,0.7839636972448283,1.1486471547483699,5.190647114924454,0.15494634203014665,0.16454459337693628,0.5806489181099653,0.49449490470251367,12.972869587422267,0.0585723876052293,0.08563889616528339,0.800381706726616,1.148769466780255,2.8410179641759226,0.14565618533507357,0.16577357144417676,0.5656752102717965,0.4445743406925883,11.83518063127644,0.04340396909559404,0.10810251331282128,0.00735321044921875,0.11935045719146728,0.000800180435180664,0.09693788290023804
