video,sr_auc,sr_nss,sr_kl,sr_cc,sr_sim,bms_auc,bms_nss,bms_kl,bms_cc,bms_sim,sr_rgb_auc,sr_rgb_nss,sr_rgb_kl,sr_rgb_cc,sr_rgb_sim,bms_rgb_auc,bms_rgb_nss,bms_rgb_kl,bms_rgb_cc,bms_rgb_sim,sr_time,bms_time,sr_rgb_time,bms_rgb_time
Diving-Side-001,0.8716471182615292,2.3658063099815343,2.2546124780716914,0.4091512529073774,0.2558981405854419,0.7327985809303308,1.0995973308175384,6.403158387573177,0.19070166168521072,0.16540585531391758,0.8678582740487454,3.0114171947452935,1.9931346876856484,0.48224544387086055,0.24331801706843034,0.7798359431635057,2.0053515748237043,6.740768655090079,0.34366516964052185,0.24983939723479207,0.004917736406679507,0.0759548787717466,0.0007232736658166956,0.06331011101051613
Diving-Side-002,0.8372282050171995,1.4823753858433553,2.582612335403591,0.22297755274924858,0.14654245543671043,0.738442277481601,0.7524529122727773,6.3533061120577035,0.1146098719912862,0.11696662437257539,0.8439712032219695,1.5652193215046297,2.544537241955032,0.2330094067699848,0.14010710224320747,0.8520631974048182,3.30566303376743,4.834679806261573,0.4610588003264982,0.2997357510993702,0.004949401926111292,0.07322987803706417,0.0004818174574110243,0.0625690707453975
Diving-Side-003,0.8042899462647758,1.4920086864493105,3.246376629162849,0.29961352898258004,0.2342302089496517,0.676866440646514,0.6141349092663576,7.189115764542043,0.14675439338304783,0.15425341941656304,0.7557380316983613,1.115824771216056,2.6905163336154314,0.19595631592154017,0.15761184833410194,0.7546468089448889,2.1821103638157022,7.927193000099297,0.3699234199439511,0.25351501513432945,0.005193436587298358,0.08018182825159144,0.0006173540044713904,0.06796773274739583
Diving-Side-004,0.8263518588309444,1.9455044817153928,2.947991655545016,0.34829805641876915,0.23819834324569022,0.7283132997625289,1.128820559729348,6.930144805709698,0.19269524093507218,0.1751182194117924,0.8254781195276147,1.7866663876275752,2.3453823340737294,0.2948019553515691,0.1899883894951328,0.7767717750615112,2.1777073331626564,6.570496061231316,0.3575942521829043,0.25909178768627944,0.0050406720903184675,0.07886321456344039,0.0006675102092601635,0.0667219426896837
Golf-Swing-Back-001,0.6307207776232819,0.840051421858909,6.451015320383387,0.20588726135271285,0.2218986781012093,0.5850575802021961,0.6766270065116406,11.87947128424452,0.13113095675964886,0.136529319182375,0.6018595101316365,0.24317716896985167,2.6395968375007297,0.06810964988037675,0.1772480882302758,0.5569748383031383,0.2130262469222799,9.384084617530517,0.057304969071222865,0.1559124961650421,0.0051084880171151,0.07886627624774802,0.0005347728729248047,0.06650750390414534
Golf-Swing-Back-002,0.6372194041244226,0.9065867390731946,6.513082371692336,0.2048097759494129,0.23033729127625066,0.5855881320932241,0.3888745199111312,12.487699126805044,0.10836844254658387,0.12005687906080079,0.5930465663717716,0.26730112939148687,2.59528194550338,0.05635897035863918,0.17988940630012407,0.561454892154737,0.23905873163626765,9.900129025655314,0.04672126839463013,0.14542816932110633,0.00498562845690497,0.08019000908424115,0.0007248171444596915,0.06735916795401738
Golf-Swing-Back-003,0.7279708051059115,0.64989694724128,7.766257755093415,0.07697836602139031,0.09395328915180015,0.583198068999414,0.13080400933711345,14.536966514396124,0.01028191013544696,0.04090246673794413,0.789679692966025,1.4381290602223664,2.8337553890830547,0.15570032220055485,0.15097801996010826,0.6011933490091896,0.053963360948643534,11.597892835514843,-0.003438267522005383,0.061073066185728206,0.007244808920498552,0.1176000792404701,0.0006901231305352573,0.0948836063516551
Golf-Swing-Back-004,0.7504111117215901,1.435743455275165,6.190560234965167,0.2193034174494595,0.18865651421205087,0.5814347680768914,0.4291698524948877,12.690468310064086,0.06945833154578064,0.09212937310508229,0.7421993564098344,0.750147574797005,3.0431633969016105,0.1147791800794802,0.13761252093776719,0.5769786443527871,0.24849708081349411,9.882751227788038,0.039203613659360224,0.10590037411619925,0.007229944755291116,0.11591078495157175,0.0007743424382703058,0.0913266477913692
Golf-Swing-Back-005,0.5272377291980562,0.04806536481286094,12.948639592525309,0.008995216315555277,0.07687009575402193,0.5120755519859356,0.1078959582345444,15.54602545998991,0.01581743387827009,0.05059859452516901,0.5636410141297317,0.08115561586683784,3.272964118547073,-0.012440764438903828,0.10667205541254818,0.5843783544834256,0.25065752605097014,5.078030848046464,0.04337816948599754,0.14134973596320374,0.005727915928281587,0.09527363448307433,0.0007768417226857152,0.0784033989084178
Golf-Swing-Front-001,0.7879412997781494,1.250977262939037,5.402390483087578,0.16512345091464523,0.17500521748473383,0.5972512119487021,0.6513594670585646,12.410105027785846,0.06758135402493808,0.09287064240091228,0.8120875919046209,1.2141263246474148,2.7502045561495994,0.1506253073879686,0.16659474534913515,0.5746563485590844,0.4786948958109825,11.519518436565416,0.048225983785793916,0.1114625607156416,0.00713305637754243,0.11560814956138873,0.000655264690004546,0.0953965269286057
