video,sr_auc,sr_nss,sr_kl,sr_cc,sr_sim,bms_auc,bms_nss,bms_kl,bms_cc,bms_sim,sr_rgb_auc,sr_rgb_nss,sr_rgb_kl,sr_rgb_cc,sr_rgb_sim,bms_rgb_auc,bms_rgb_nss,bms_rgb_kl,bms_rgb_cc,bms_rgb_sim
Diving-Side-001,0.6732560936168592,0.9263392391616596,4.023609721908406,0.1625851225661918,0.14006345388802788,0.5051933752981088,0.05807987669939218,9.293341916466257,0.024766793762464778,0.09135997068183993,0.5635813599966542,0.5350850033813672,3.6249719901942044,0.12003274477895959,0.11941046342280244,0.6020123256200766,0.5832288492220149,11.129606377565445,0.14000667689751875,0.1264068884770344
Diving-Side-002,0.7096913861691024,0.6337741516548128,3.644624036659301,0.09025976891234476,0.0942165919778709,0.6455936769783274,0.32596115327612785,6.58285340760306,0.04900788376813997,0.08129463625415173,0.721989713349622,0.8406842523885434,3.286601493458519,0.1211737352583524,0.10427885846210212,0.77874376935257,1.8167843315096956,6.522966812080837,0.2775206448389571,0.2094455838405873
Diving-Side-003,0.45311436036794694,-0.08690408124914305,7.183734093939694,0.0027616283496744425,0.07568190609959675,0.4925800720993121,0.018501995768154655,9.561470154249514,0.021359389327872232,0.07807890316295071,0.4722725084892191,-0.2198262009685016,4.3820327910827155,-0.021758233259329678,0.06688696817774793,0.4852864716195879,0.2278621023335783,13.638037911742224,0.06946137324266279,0.09607880787903261
Diving-Side-004,0.46389546520810987,-0.048797740561309845,6.769199450734363,-0.005653005622412497,0.08429340970128861,0.4723169178888954,-0.1593564064368138,11.84218647858077,-0.013721660370758467,0.05461044201374272,0.4161429650990874,-0.2126095090216172,4.645793664487088,-0.03248878148876548,0.06540276322620968,0.5158657613016662,-0.11513160612270641,13.158442694240415,-0.008849931369178863,0.046500348435838466
Golf-Swing-Back-001,0.5042832934201588,0.2455097120475471,6.550094833381275,0.08831553635953619,0.13533003390231935,0.4677510025137648,0.0514437374466351,13.885302067490247,0.04311744674095293,0.07226347167432134,0.47908385237926804,-0.18653441265213042,3.139439621086024,-0.019362959563210776,0.13089773807096317,0.6443805475943188,0.5681594120893164,7.7137221971622365,0.10681821867118366,0.16542996040623462
Golf-Swing-Back-002,0.5555238463739108,0.28391530935405074,5.681583646183317,0.0898388375503285,0.15806269773309636,0.5174416687265173,0.04178623768869091,14.427772028143794,0.04285286478279376,0.0776152949757681,0.514302929285393,-0.06808926882787973,2.8666919527281425,-3.293286880901989e-05,0.1468416598340665,0.6685094749494476,0.3678944260277,8.246301407663498,0.06741676824913068,0.14279505178460208
Golf-Swing-Back-003,0.49909145750751294,-0.21232592991310095,11.148787309950443,-0.020260385343776294,0.03884163232041181,0.4707633374683009,-0.15904748489818227,15.738993999269686,-0.014413278418176932,0.024712959962568965,0.5119716677296621,-0.06823042858079574,4.101923969665698,0.0006121467650390184,0.07956261977997232,0.43811500363241074,-0.23701649701268776,14.74059021298926,-0.030585041375790472,0.03954271479095896
Golf-Swing-Back-004,0.7274882606589794,0.2912046706358151,5.508175934631698,0.08246058627084119,0.14460603297452884,0.57994829380396,0.13381957494235014,12.642487139614987,0.03786427905610876,0.09765945457937478,0.7722758224995369,0.6774364777371837,2.687196359864393,0.16248647368346222,0.17284478503171463,0.5266014931844255,0.04453788568714055,9.761941403098326,0.04995128124845786,0.1111172435964057
Golf-Swing-Back-005,0.521046133943118,0.10197960923736754,11.84569739231325,0.02674309743035859,0.09711104025146872,0.4897802583695465,0.11504873783337402,14.637677997096302,0.015723428045779243,0.06352320390685005,0.34823672065350697,-0.35691673892662573,3.778283412212028,-0.07589219270540047,0.08731728566579616,0.6991902626591231,0.8132586090207301,3.644462674582085,0.1661614940364278,0.18256041831866193
Golf-Swing-Front-001,0.7182998001491221,0.4378335567867335,5.682426916342795,0.055492322289209244,0.10236688906699393,0.5707838592069594,0.2741622958224324,10.421512102797358,0.02797267102951101,0.07520697936414561,0.7672887789191367,0.4930794288992304,3.1851183650206547,0.05668589820662321,0.12031300138167092,0.5831130953341037,0.26318919786985223,11.086741245864578,0.028170401254186985,0.09260479630793604
Kicking-Front-001,0.36149394545136637,-0.21696897614137098,8.335064610369761,-0.021262002966933518,0.10037645286322565,0.4170141474067079,-0.07531779266914297,15.651862136399421,-0.01866851531278083,0.0526914653940947,0.4551464700121297,-0.42716736403198746,4.142913242120144,-0.08288968420579694,0.07002519911682027,0.7410949940692172,0.04517530594225957,6.194302954572744,0.018870664741800564,0.09988473412468248
Kicking-Front-002,0.8035060033998978,1.023312868615746,2.820985717405147,0.1618399241764605,0.14140675651518128,0.7078119638915373,0.34723310175904976,6.82331204388412,0.1466007450462901,0.15291591585228595,0.6786305046180608,0.0009238977893916677,3.0400206156016427,0.05961996740068651,0.11286132568135239,0.6982088688493254,-0.034779166838527026,5.209282707374142,0.02286114293346932,0.09144991130367597
Kicking-Front-003,0.7865574781113892,0.38660557570244986,3.472475637676642,0.09474402231149544,0.12175824025409648,0.5964139251373065,0.17866238528883524,12.18965049690361,0.05540129909943256,0.08591985625041826,0.8419008025699458,1.2926195499859294,2.771909045852359,0.21725817457954474,0.16106715136146332,0.7110451305228788,1.1136044670331895,8.417254047942086,0.1755283486089982,0.17091347976597648
Kicking-Front-004,0.9439572462625465,2.648583234613782,1.3278639738312261,0.439556654961158,0.3316002066861958,0.8658114257860684,1.8666744924765275,4.224714099661586,0.2965029868302094,0.2634579578066583,0.9188807876199906,1.9107422814814414,1.8267323306043408,0.30950533818050036,0.24274301579484456,0.838369258665033,2.3010212127244403,4.629449456492317,0.371581399107779,0.2540732889084272
Kicking-Front-005,0.8489797257604542,1.4864024468049999,2.2832452050575944,0.25621072967920977,0.15989593850732828,0.7551959471644415,1.6655069176467254,3.1110558358909515,0.26606749128626633,0.18054765839023937,0.8173241172078521,1.1673974033789092,2.590048287830928,0.202257749550839,0.13435885186526078,0.7088392971947788,0.9791770331925758,4.350554697713453,0.19276518353411087,0.14674073010425215
Kicking-Front-006,0.3499909835236858,-0.285010282867374,9.983283231681318,-0.0396725018924376,0.041187448546576064,0.4347217403978429,-0.13671955974392433,16.261676899516587,-0.02214814189898077,0.022559227836876763,0.4560567588331658,-0.20921765816290905,4.170400123663726,-0.025484244010967706,0.06398130906303993,0.5125399128683438,-0.12646553730042517,10.02482884308117,-0.0036378075402446128,0.06580188161735985
Lifting-001,0.9139960064912458,2.3323071658508545,1.717120582032164,0.39772166059522385,0.2795959418525521,0.8041615514013403,1.5411745818424585,5.526011133230237,0.256848159159618,0.21841746227128597,0.8224298635452311,1.8816069140098797,2.389927354378144,0.2864152276094357,0.16960697812403724,0.8708284117936952,2.291795391215032,4.608690220379422,0.37439904098651433,0.2599726499732409
Lifting-002,0.8569323950809367,1.9081716947401237,2.024022893199747,0.3965748063564773,0.3498349889481295,0.7855804286031813,1.7182354450917705,6.092597707301803,0.2713657705875461,0.2280349159190997,0.7877788222661439,1.1751984095442014,2.176756610047172,0.21083959540688932,0.19399192083963127,0.7954440569820006,1.182787722148509,4.852226362079575,0.2198600413537297,0.22284371211361528
Riding-Horse-001,0.562514939952728,0.168005321002574,10.826781682888246,0.02914648222327423,0.09703459151296978,0.568725332496128,0.22373511409457222,13.25512441150542,0.046982673664341626,0.08987000137928483,0.7404896481299675,0.673623016037798,2.653268886332231,0.1227377248198451,0.13920749823451906,0.6786098040273519,0.7321286030429053,7.462640366018543,0.11445791203343611,0.1176572725730001
Riding-Horse-002,0.5587887279934887,0.3536960263145017,9.84693781167486,0.10120056486685737,0.15933232970871253,0.5680657641128527,0.11494409635925612,13.694023570515055,0.06280028752879795,0.09434679942045393,0.7107828678575109,0.7404083371427598,2.3811645358989155,0.16372921348264638,0.1938207704171848,0.5932031023722781,0.19747857261795515,8.840568377030191,0.020645563833007537,0.10624246605222543
Riding-Horse-003,0.5751071922080054,0.021233731410094183,9.749021217709421,0.011541137468093897,0.09818346779648958,0.5325294398138407,0.0018639808815466717,13.919752330642867,0.006521059078405413,0.06576080957311324,0.7191560213457782,0.44258374705165865,2.5601157296319927,0.08916229886517375,0.16296132433017033,0.5387669461484467,-0.0616309268877799,9.377236370612927,0.018638866267406646,0.10712364542560514
Riding-Horse-004,0.6200715665704154,0.23584261269962592,8.556588976805294,0.06584750017772822,0.14451931554470007,0.5783903828229197,0.10696568886352963,13.052943428167769,0.06925113181471605,0.11136539574574598,0.6762655007024577,0.5855195855400912,2.4708421647591465,0.14506719518194175,0.20002691411775134,0.5495623050467838,0.1344162657732108,10.071653791597022,0.028808918914175967,0.11318397931997574
