video,sr_auc,sr_nss,sr_kl,sr_cc,sr_sim,bms_auc,bms_nss,bms_kl,bms_cc,bms_sim,sr_rgb_auc,sr_rgb_nss,sr_rgb_kl,sr_rgb_cc,sr_rgb_sim,bms_rgb_auc,bms_rgb_nss,bms_rgb_kl,bms_rgb_cc,bms_rgb_sim,sr_time,bms_time,sr_rgb_time,bms_rgb_time
Diving-Side-001,0.876818945328674,2.7556835735434118,2.0308733486062818,0.4583684124231083,0.23783356771611952,0.8055698790997328,2.1371760730369154,6.594716908673446,0.36513043762034686,0.2535498658553854,0.8758152212864585,2.9164997463474838,1.9959217983581696,0.46928786742479045,0.23707817372427173,0.7892178609258463,2.13013579568289,6.651646701127696,0.35200066760017273,0.25415965733208745,0.0041716319543344,0.03646760075180619,0.0005168870643333152,0.05155022939046224
Diving-Side-002,0.8292044245936538,1.2983945268718105,2.5825744827448327,0.20167045016357882,0.13830591247238597,0.7575340033889099,1.270314477224073,7.143345312216037,0.19751105617362213,0.1642631518066313,0.8469412968045562,1.6276851148260174,2.517606029754885,0.24285661773240028,0.145295760072262,0.8611538840183177,3.258626403480239,4.8205428833197645,0.459195022561256,0.2998385287405156,0.004608556076332375,0.04000687599182129,0.0005803549731219256,0.0564506936956335
Diving-Side-003,0.8165520178625015,1.9462290328762988,2.2440687622409015,0.35726565247076564,0.2421898379785775,0.7393821595547634,1.5903374576053932,7.948317126260083,0.3096219652193998,0.24930663835334366,0.7616958513294274,1.1017723370707884,2.6631980298468707,0.19407886780701666,0.16013234489284975,0.7572757611315971,2.1472038081032063,7.900930632898103,0.3635146428524647,0.2529069451017772,0.004421896404690213,0.04210095493881791,0.0005992739288895218,0.062474330266316734
Diving-Side-004,0.8277217234171005,2.0000282009429053,2.228016658623408,0.3588034723386943,0.2253535692864281,0.7677295337450927,1.8850744564540125,7.293740499868875,0.3255909163805462,0.24825009022170588,0.8329476386301723,1.8096785169608112,2.306202510714399,0.29891397096252,0.1933874307785784,0.7722941002990019,2.163197546731718,6.842651078743364,0.34929849139703145,0.25673430669586544,0.004448409433718081,0.0418642141200878,0.0006578630871242947,0.061501030568723324
Golf-Swing-Back-001,0.6422891001572748,0.850011607211284,2.9059987415439505,0.20112008614170807,0.2387653427426761,0.5980521803809724,0.5357432152034689,13.626970671906703,0.1359997325367273,0.1391757385349513,0.6061015882180295,0.27114602423496786,2.600026627636754,0.07209387592357813,0.18102386641392973,0.5627685149559966,0.259157261361896,9.246941687497173,0.06749896775294845,0.16532598785754954,0.004646786328019767,0.0360356774823419,0.0005859629861239729,0.0616691071411659
Golf-Swing-Back-002,0.6264223383362166,0.6888807106896256,3.0721132921413905,0.17194343753497332,0.22555545082439632,0.579879784475935,0.42950728818686257,14.082516299793362,0.1147802928502451,0.11845908157629081,0.5839195754235895,0.25772225246593244,2.6123472025934387,0.055489469553223314,0.17694283176537337,0.5521974266238608,0.21977378471187506,10.123262350563758,0.040934522618910126,0.14301356218563083,0.004204449982478701,0.03207727547349601,0.0005150745654928273,0.05040068873043718
Golf-Swing-Back-003,0.7288502288104458,0.7780168579078502,3.841987289613512,0.10319505053317274,0.11101633858296148,0.5709353305106011,0.3580293941979019,15.242278477610013,0.03599258264045078,0.05346253486708295,0.7889614719264906,1.4540655355755896,2.8394795867104814,0.15491846338260978,0.14727602332484455,0.6022923689914098,0.06772120622492822,11.427422202429732,-0.0009589620433992227,0.06402126710490103,0.006562179532544366,0.05470022661932584,0.0006658332101229964,0.08564007693323596
Golf-Swing-Back-004,0.7512750184059335,1.7955244187649506,2.9320337399244027,0.2592184836013226,0.20142671374171195,0.6251230180436275,1.071916194036521,13.248033198814957,0.15809126207579852,0.13264184220792644,0.7476288562784148,0.8085690686899388,3.0097988064781687,0.12166953396152048,0.1398120428966274,0.5716419894804736,0.2696918674378038,10.243672882036389,0.034930087466441995,0.1008132307293597,0.00628373540680984,0.053552833096734406,0.0005995857304540174,0.08116705664272966
Golf-Swing-Back-005,0.5429855054018657,0.011815965261455674,5.344133140176825,0.002746981841036973,0.08978975059164153,0.5092212438045471,0.07840544123886155,16.401569859137986,0.0054343928926514256,0.04594014836932646,0.5671725256584029,0.07381315143500805,3.265626087641953,-0.012989529136798917,0.10661582752572643,0.5807464033982803,0.25012809607026965,5.198266522730921,0.043942232134519456,0.14206315142083353,0.0055491225472812,0.044110622899285676,0.0005867357911734745,0.07365015457416403
Golf-Swing-Front-001,0.7511124218470834,1.214919472235976,3.2007216022120617,0.1653331035330966,0.17728737594300206,0.6001982059958229,0.8396786749911215,14.041147776991744,0.10134567043129808,0.10910731263387695,0.8143008240514235,1.1719584217626455,2.742331656691425,0.14936324034448695,0.16876970764025176,0.5660316082410732,0.4165295622850272,11.976302387380503,0.04276045510161683,0.10939615057516805,0.006317870370272933,0.054531282392041434,0.0006473228849213699,0.08672061870838034
